subscriptionName,resourceGroup,resourceType,resourceName,recommendationDisplayName,severity,state,controls
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,CORS should not allow every resource to access Web Applications,Low,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,Remote debugging should be turned off for Web Applications,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,Managed identity should be enabled on web apps,High,Healthy,Manage access and permissions
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,Diagnostic logs in App Service should be enabled,Medium,Healthy,Enable auditing and logging
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,TLS should be updated to the latest version for web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,Web Application should only be accessible over HTTPS,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-mijndas-a-we-001,sites,app-chan-mijndas-a-we-001,FTPS should be required in web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-mijndas-a-we-001,vaults,kv-chan-mijndas-a-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-mijndas-a-we-001,vaults,kv-chan-mijndas-a-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Channels-A,rg-chan-mijndas-a-we-001,vaults,kv-chan-mijndas-a-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Channels-A,rg-chan-mijndas-a-we-001,vaults,kv-chan-mijndas-a-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Channels-A,rg-chan-mijndas-a-we-001,vaults,kv-chan-mijndas-a-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-mijndas-a-we-001,vaults,kv-chan-mijndas-a-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,CORS should not allow every resource to access Web Applications,Low,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,Remote debugging should be turned off for Web Applications,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,Managed identity should be enabled on web apps,High,Healthy,Manage access and permissions
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,Diagnostic logs in App Service should be enabled,Medium,Healthy,Enable auditing and logging
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,TLS should be updated to the latest version for web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,Web Application should only be accessible over HTTPS,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-medewerker-a-we-001,sites,app-chan-medewerker-a-we-001,FTPS should be required in web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-medewerker-a-we-001,vaults,kv-chan-mede-a-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-medewerker-a-we-001,vaults,kv-chan-mede-a-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Channels-A,rg-chan-medewerker-a-we-001,vaults,kv-chan-mede-a-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Channels-A,rg-chan-medewerker-a-we-001,vaults,kv-chan-mede-a-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Channels-A,rg-chan-medewerker-a-we-001,vaults,kv-chan-mede-a-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-medewerker-a-we-001,vaults,kv-chan-mede-a-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,CORS should not allow every resource to access Web Applications,Low,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,Remote debugging should be turned off for Web Applications,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,Managed identity should be enabled on web apps,High,Healthy,Manage access and permissions
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,Diagnostic logs in App Service should be enabled,Medium,Healthy,Enable auditing and logging
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,TLS should be updated to the latest version for web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,Web Application should only be accessible over HTTPS,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-gtm-a-we-001,sites,app-chan-gtm-a-we-001,FTPS should be required in web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-gtm-a-we-001,vaults,kv-chan-gtm-a-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-gtm-a-we-001,vaults,kv-chan-gtm-a-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Channels-A,rg-chan-gtm-a-we-001,vaults,kv-chan-gtm-a-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Channels-A,rg-chan-gtm-a-we-001,vaults,kv-chan-gtm-a-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Channels-A,rg-chan-gtm-a-we-001,vaults,kv-chan-gtm-a-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-gtm-a-we-001,vaults,kv-chan-gtm-a-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,CORS should not allow every resource to access Web Applications,Low,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,Remote debugging should be turned off for Web Applications,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,Managed identity should be enabled on web apps,High,Healthy,Manage access and permissions
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,Diagnostic logs in App Service should be enabled,Medium,Healthy,Enable auditing and logging
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,TLS should be updated to the latest version for web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,Web Application should only be accessible over HTTPS,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dva-a-we-001,sites,app-chan-dva-a-we-001,FTPS should be required in web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dva-a-we-001,vaults,kv-chan-dva-a-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-dva-a-we-001,vaults,kv-chan-dva-a-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Channels-A,rg-chan-dva-a-we-001,vaults,kv-chan-dva-a-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Channels-A,rg-chan-dva-a-we-001,vaults,kv-chan-dva-a-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Channels-A,rg-chan-dva-a-we-001,vaults,kv-chan-dva-a-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-dva-a-we-001,vaults,kv-chan-dva-a-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-design-a-we-001,storageaccounts,stchandesignawe001,Storage account should use a private link connection,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-design-a-we-001,storageaccounts,stchandesignawe001,Storage accounts should restrict network access using virtual network rules,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-design-a-we-001,storageaccounts,stchandesignawe001,Storage account public access should be disallowed,Medium,Healthy,Manage access and permissions
Channels-A,rg-chan-design-a-we-001,storageaccounts,stchandesignawe001,Storage accounts should be migrated to new Azure Resource Manager resources,Low,Healthy,Implement security best practices
Channels-A,rg-chan-design-a-we-001,storageaccounts,stchandesignawe001,Storage accounts should prevent shared key access,Medium,Unhealthy,Manage access and permissions
Channels-A,rg-chan-design-a-we-001,storageaccounts,stchandesignawe001,Secure transfer to storage accounts should be enabled,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,CORS should not allow every resource to access Web Applications,Low,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,Remote debugging should be turned off for Web Applications,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,Managed identity should be enabled on web apps,High,Healthy,Manage access and permissions
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,Diagnostic logs in App Service should be enabled,Medium,Healthy,Enable auditing and logging
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,TLS should be updated to the latest version for web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,Web Application should only be accessible over HTTPS,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dasnl-a-we-001,sites,app-chan-dasnl-a-we-001,FTPS should be required in web apps,High,Healthy,Encrypt data in transit
Channels-A,rg-chan-dasnl-a-we-001,vaults,kv-chan-dasnl-a-we-001,Azure Key Vaults should use private link,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-dasnl-a-we-001,vaults,kv-chan-dasnl-a-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Channels-A,rg-chan-dasnl-a-we-001,vaults,kv-chan-dasnl-a-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Channels-A,rg-chan-dasnl-a-we-001,vaults,kv-chan-dasnl-a-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Channels-A,rg-chan-dasnl-a-we-001,vaults,kv-chan-dasnl-a-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Channels-A,rg-chan-dasnl-a-we-001,vaults,kv-chan-dasnl-a-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Channels-A,rg-chan-a-we-001,subnets,snet-chan-apps-a-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Channels-A,rg-chan-a-we-001,subnets,snet-chan-a-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Channels-A,rg-chan-a-we-001,virtualnetworks,vnet-chan-a-we-001,Virtual networks should be protected by Azure Firewall,Low,Unhealthy,Restrict unauthorized network access
Channels-A,rg-chan-a-we-001,virtualnetworks,vnet-chan-a-we-001,Network Watcher should be enabled,Low,Healthy,Implement security best practices
Channels-A,rg-chan-a-we-001,virtualnetworks,vnet-chan-a-we-001,Azure DDoS Protection Standard should be enabled,Medium,NotApplicable,Protect applications against DDoS attacks
Channels-A,rg-chan-a-we-001,configurationstores,appcs-channels-a-we-001,App Configuration should use private link,Medium,Unhealthy,Restrict unauthorized network access
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Guest accounts with read permissions on Azure resources should be removed,High,Healthy,Implement security best practices
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for Resource Manager should be enabled,High,Healthy,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for Containers should be enabled,High,NotApplicable,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender CSPM should be enabled,High,Unhealthy,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for open-source relational databases should be enabled,High,NotApplicable,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for Key Vault should be enabled,High,Healthy,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Email notification to subscription owner for high severity alerts should be enabled,Medium,Unhealthy,Implement security best practices
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for APIs should be enabled,High,NotApplicable,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Subscriptions should have a contact email address for security issues,Low,Unhealthy,Implement security best practices
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,A maximum of 3 owners should be designated for subscriptions,High,Healthy,Implement security best practices
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for SQL servers on machines should be enabled,High,NotApplicable,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for Azure SQL Database servers should be enabled,High,Healthy,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for servers should be enabled,High,NotApplicable,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Email notification for high severity alerts should be enabled,Low,Unhealthy,Implement security best practices
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,There should be more than one owner assigned to subscriptions,High,Healthy,Implement security best practices
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection,High,Healthy,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Guest accounts with owner permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Disabled accounts with read and write permissions on Azure resources should be removed,High,Unhealthy,Manage access and permissions
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Microsoft Defender for App Service should be enabled,High,Healthy,Enable enhanced security features
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Disabled accounts with owner permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Channels-A,,,fdd1a9d6-1022-4bb2-9ba3-fb9bf874e9b4,Guest accounts with write permissions on Azure resources should be removed,High,Healthy,Manage access and permissions
Management-P,rg-management-p-we-001,subnets,snet-management-pool-p-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Management-P,rg-management-p-we-001,subnets,snet-management-p-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Management-P,rg-management-p-we-001,subnets,snet-management-container-p-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Management-P,rg-management-p-we-001,subnets,snet-management-agent-p-we-001,Subnets should be associated with a network security group,Low,NotApplicable,Implement security best practices
Management-P,rg-management-p-we-001,virtualnetworks,vnet-management-p-we-001,Virtual networks should be protected by Azure Firewall,Low,Unhealthy,Restrict unauthorized network access
Management-P,rg-management-p-we-001,virtualnetworks,vnet-management-p-we-001,Network Watcher should be enabled,Low,Healthy,Implement security best practices
Management-P,rg-management-p-we-001,virtualnetworks,vnet-management-p-we-001,Azure DDoS Protection Standard should be enabled,Medium,NotApplicable,Protect applications against DDoS attacks
Management-P,rg-management-p-we-001,vaults,kv-management-p-we-001,Azure Key Vaults should use private link,Medium,Healthy,Restrict unauthorized network access
Management-P,rg-management-p-we-001,vaults,kv-management-p-we-001,Diagnostic logs in Key Vault should be enabled,Low,Healthy,Enable auditing and logging
Management-P,rg-management-p-we-001,vaults,kv-management-p-we-001,Key vaults should have soft delete enabled,High,Healthy,Implement security best practices
Management-P,rg-management-p-we-001,vaults,kv-management-p-we-001,Role-Based Access Control should be used on Azure Keyvault Services (AKV),High,Healthy,Manage access and permissions
Management-P,rg-management-p-we-001,vaults,kv-management-p-we-001,Firewall should be enabled on Key Vault,Medium,Healthy,Restrict unauthorized network access
Management-P,rg-management-p-we-001,vaults,kv-management-p-we-001,Key vaults should have deletion protection enabled,Medium,Healthy,Implement security best practices
Management-P,rg-management-p-we-001,securityentitydata,ubuntu,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,ubuntu,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,mijndas,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,medewerker,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,medewerker,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,medewerker,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,medewerker,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,medewerker,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,medewerker,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dva,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,dasnl,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,terraform,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
Management-P,rg-management-p-we-001,securityentitydata,linux,Container images in Azure registry should have vulnerability findings resolved,High,Unhealthy,Remediate vulnerabilities
