subscriptionName,resourceGroup,resourceType,resourceName,recommendationDisplayName,severity,state,controls
Management-P,rg-arc-app-win-p-we-001,machines,bomp2,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-app-win-p-we-001,machines,bomp2,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-app-win-p-we-001,machines,bomp2,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-app-win-p-we-001,machines,bomp2,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-app-win-p-we-001,machines,bomp2,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-app-win-p-we-001,machines,BOMP1,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-app-win-p-we-001,machines,bomp1,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-app-win-p-we-001,machines,bomp1,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-app-win-p-we-001,machines,BOMP1,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-app-win-p-we-001,machines,bomp1,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-app-win-p-we-001,machines,bomp1,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
Management-P,rg-arc-app-win-p-we-001,machines,BOMP1,Machines should have vulnerability findings resolved,Low,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-app-win-p-we-001,machines,bomo2,Machines should have a vulnerability assessment solution,Medium,NotApplicable,Remediate vulnerabilities
Management-P,rg-arc-app-win-p-we-001,machines,bomo2,System updates should be installed on your machines (powered by Azure Update Manager),High,NotApplicable,Apply system updates
Management-P,rg-arc-app-win-p-we-001,machines,bomo2,Machines should be configured to periodically check for missing system updates,High,NotApplicable,Apply system updates
Management-P,rg-arc-app-win-p-we-001,machines,bomo2,Vulnerabilities in security configuration on your Windows machines should be remediated (powered by Guest Configuration),Low,NotApplicable,Remediate security configurations
Management-P,rg-arc-app-win-p-we-001,machines,bomo2,Windows servers should be configured to use secure communication protocols,High,NotApplicable,Implement security best practices
Management-P,rg-arc-app-win-p-we-001,machines,bomo2,Windows Defender Exploit Guard should be enabled on machines,Medium,NotApplicable,Implement security best practices
